PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %,Year
Chelvella,10,GEN,Andhra Pradesh,Jaipal Reddy Sudini,Indian National Congress,1681664,1084394,64.50%,18532,1.70%,2009
Chennai Central,4,GEN,Tamil Nadu,Dayanidhi Maran,Dravida Munetra Kazhagam,1000705,610372,61.00%,33454,5.50%,2009
Chennai North,2,GEN,Tamil Nadu,Elangovan T.K.S,Dravida Munetra Kazhagam,1016663,659927,64.90%,19153,2.90%,2009
Chennai South,3,GEN,Tamil Nadu,Rajendran C,All India Anna Dravida Munnetra Kazhagam,1162062,728118,62.70%,32935,4.50%,2009
Chhindwara,16,GEN,Madhya Pradesh [2000 Onwards],Kamal Nath,Indian National Congress,1154249,829304,71.90%,121220,14.60%,2009
Chhota Udaipur,21,ST,Gujarat,Rathwa Ramsingbhai Patalbhai,Bharatiya Janta Party,1412306,765220,54.20%,26998,3.50%,2009
Chidambaram,27,SC,Tamil Nadu,Thirumaavalavan Thol,Viduthalai Chiruthaigal Katchi,1126828,869428,77.20%,99083,11.40%,2009
Chikkballapur,27,GEN,Karnataka,M.Veerappa Moily,Indian National Congress,1437155,978715,68.10%,51381,5.20%,2009
Chikkodi,1,GEN,Karnataka,Katti Ramesh Vishwanath,Bharatiya Janta Party,1284427,868001,67.60%,55287,6.40%,2009
Chitradurga,18,SC,Karnataka,Janardhana Swamy,Bharatiya Janta Party,1534169,836390,54.50%,135571,16.20%,2009
Chittoor,42,SC,Andhra Pradesh,Naramalli Sivaprasad,Telugu Desam,1291921,1045061,80.90%,10659,1.00%,2009
Chittorgarh,21,GEN,Rajasthan,(Dr.)Girija Vyas,Indian National Congress,1601444,795308,49.70%,72778,9.20%,2009
Churu,3,GEN,Rajasthan,Ram Singh Kaswan,Bharatiya Janta Party,1532266,802665,52.40%,12440,1.50%,2009
Coimbatore,20,GEN,Tamil Nadu,Natarajan.P.R.,Communist Party Of India (MARXIST),1163781,825118,70.90%,38664,4.70%,2009
Cooch Behar,1,SC,West Bengal,Nripendra Nath Roy,All India Forward Bloc,1329086,1122253,84.40%,33749,3.00%,2009
Cuddalore,26,GEN,Tamil Nadu,Alagiri S,Indian National Congress,986030,750000,76.10%,23532,3.10%,2009
Cuttack,14,GEN,Orissa,Bhartruhari Mahtab,Biju Janata Dal,1283576,813330,63.40%,236292,29.10%,2009
Dadra & Nagar Haveli,1,ST,Dadra & Nagar Haveli,Patel Natubhai Gomanbhai,Bharatiya Janta Party,150704,110363,73.20%,618,0.60%,2009
Dahod,19,ST,Gujarat,Dr. Prabha Kishor Taviad,Indian National Congress,1194821,534414,44.70%,58536,11.00%,2009
Dakshina Kannada,17,GEN,Karnataka,Nalin Kumar Kateel,Bharatiya Janta Party,1364641,1016135,74.50%,40420,4.00%,2009
Daman & Diu,1,GEN,Daman & Diu,Lalubhai Patel,Bharatiya Janta Party,95382,68023,71.30%,24838,36.50%,2009
Damoh,7,GEN,Madhya Pradesh [2000 Onwards],Shivraj Bhaiya,Bharatiya Janta Party,1357985,599295,44.10%,70877,11.80%,2009
Darbhanga,14,GEN,Bihar [2000 Onwards],Kirti Azad,Bharatiya Janta Party,1307067,545726,41.80%,46453,8.50%,2009
Darjeeling,4,GEN,West Bengal,Jaswant Singh,Bharatiya Janta Party,1215464,967400,79.60%,253289,26.20%,2009
Dausa,11,ST,Rajasthan,Kirodi Lal,Independent,1315810,841583,64.00%,137759,16.40%,2009
Davanagere,13,GEN,Karnataka,G.M. Siddeswara,Bharatiya Janta Party,1344920,907281,67.50%,2024,0.20%,2009
Deoria,66,GEN,Uttar Pradesh [2000 Onwards],Gorakh Prasad Jaiswal,Bahujan Samaj Party,1580745,715579,45.30%,41779,5.80%,2009
Dewas,21,SC,Madhya Pradesh [2000 Onwards],Sajjan Singh Verma,Indian National Congress,1297313,787381,60.70%,15457,2.00%,2009
Dhanbad,7,GEN,Jharkhand,Pashupati Nath Singh,Bharatiya Janta Party,1806475,813521,45.00%,58047,7.10%,2009
Dhar,25,ST,Madhya Pradesh [2000 Onwards],Gajendra Singh Rajukhedi,Indian National Congress,1197172,654832,54.70%,2661,0.40%,2009
Dharmapuri,10,GEN,Tamil Nadu,Thamaraiselvan. R,Dravida Munetra Kazhagam,1069601,778634,72.80%,135942,17.50%,2009
Dharwad,11,GEN,Karnataka,Pralhad Joshi,Bharatiya Janta Party,1411500,798496,56.60%,137663,17.20%,2009
Dhaurahra,29,GEN,Uttar Pradesh [2000 Onwards],Kunwar Jitin Prasad,Indian National Congress,1269584,759548,59.80%,184509,24.30%,2009
Dhenkanal,9,GEN,Orissa,Tathagata Satpathy,Biju Janata Dal,1283608,856631,66.70%,186587,21.80%,2009
Dhubri,4,GEN,Assam,Badruddin Ajmal,Assam United Democratic Front,1371949,1046985,76.30%,184419,17.60%,2009
Dhule,2,GEN,Maharashtra,Sonawane Pratap Narayanrao,Bharatiya Janta Party,1575227,670487,42.60%,19419,2.90%,2009
Diamond Harbour,21,GEN,West Bengal,Somendra Nath Mitra,All India Trinamool Congress,1302398,1054561,81.00%,151689,14.40%,2009
Dibrugarh,13,GEN,Assam,Paban Singh Ghatowar,Indian National Congress,1114965,750734,67.30%,35143,4.70%,2009
Dindigul,22,GEN,Tamil Nadu,Chitthan N S V,Indian National Congress,1085696,821253,75.60%,54347,6.60%,2009
Dindori,20,ST,Maharashtra,Chavan Harishchandra Deoram,Bharatiya Janta Party,1432938,681629,47.60%,37347,5.50%,2009
Domariyaganj,60,GEN,Uttar Pradesh [2000 Onwards],Jagdambika Pal,Indian National Congress,1499679,736139,49.10%,76566,10.40%,2009
Dum Dum,16,GEN,West Bengal,Sougata Ray,All India Trinamool Congress,1212220,976769,80.60%,20478,2.10%,2009
Dumka,2,ST,Jharkhand,Shibu Soren,Jharkhand Mukti Morcha,1128361,622736,55.20%,18812,3.00%,2009
Durg,7,GEN,Chhattisgarh,Saroj Pandey,Bharatiya Janta Party,1620400,905900,55.90%,9954,1.10%,2009
East Delhi,3,GEN,Delhi [1977 Onwards],Sandeep Dikshit,Indian National Congress,1604795,857422,53.40%,241053,28.10%,2009
Eluru,27,GEN,Andhra Pradesh,Kavuri Sambasiva Rao,Indian National Congress,1275575,1084439,85.00%,42783,3.90%,2009
Ernakulam,12,GEN,Kerala,Prof. K V Thomas,Indian National Congress,1023053,745856,72.90%,11790,1.60%,2009
Erode,17,GEN,Tamil Nadu,Ganeshamurthi.A.,Marumalarchi Dravida Munnetra Kazhagam,1010079,768476,76.10%,49336,6.40%,2009
Etah,22,GEN,Uttar Pradesh [2000 Onwards],Kalyan Singh R O Madholi,Independent,1278295,568046,44.40%,128268,22.60%,2009
Etawah,41,SC,Uttar Pradesh [2000 Onwards],Premdas,Samajwadi Party,1416867,638202,45.00%,46746,7.30%,2009
Faizabad,54,GEN,Uttar Pradesh [2000 Onwards],Nirmal Khatri,Indian National Congress,1500160,749262,50.00%,54228,7.20%,2009
Faridabad,10,GEN,Haryana,Avtar Singh Bhadana,Indian National Congress,1103046,624896,56.70%,68201,10.90%,2009
Faridkot,9,SC,Punjab,Paramjit Kaur Gulshan,Shiromani Akali Dal,1288090,930521,72.20%,62042,6.70%,2009
Farrukhabad,40,GEN,Uttar Pradesh [2000 Onwards],Salman Khursheed,Indian National Congress,1306214,611143,46.80%,27199,4.50%,2009
Fatehgarh Sahib,8,SC,Punjab,Sukhdev Singh,Indian National Congress,1207556,838150,69.40%,34299,4.10%,2009
Fatehpur,49,GEN,Uttar Pradesh [2000 Onwards],Rakesh Sachan,Samajwadi Party,1536621,694396,45.20%,52228,7.50%,2009
Fatehpur Sikri,19,GEN,Uttar Pradesh [2000 Onwards],Seema Upadhyay,Bahujan Samaj Party,1345742,695511,51.70%,9936,1.40%,2009
Ferozpur,10,GEN,Punjab,Sher Singh Ghubaya,Shiromani Akali Dal,1342488,956952,71.30%,21071,2.20%,2009
Firozabad,20,GEN,Uttar Pradesh [2000 Onwards],Akhilesh Yadav,Samajwadi Party,1422243,684881,48.20%,67301,9.80%,2009
Gadchiroli-Chimur,12,ST,Maharashtra,Kowase Marotrao Sainuji,Indian National Congress,1285387,837822,65.20%,28580,3.40%,2009
Gandhinagar,6,GEN,Gujarat,Lal Krishna Advani,Bharatiya Janta Party,1555709,791098,50.90%,121747,15.40%,2009
Ganganagar,1,SC,Rajasthan,Bharat Ram Meghwal,Indian National Congress,1491983,910531,61.00%,140668,15.40%,2009
Garhwal,2,GEN,Uttarakhand,Satpal Maharaj,Indian National Congress,1092282,539608,49.40%,17397,3.20%,2009
Gauhati,7,GEN,Assam,Bijoya Chakravarty,Bharatiya Janta Party,1723860,1109000,64.30%,11855,1.10%,2009
Gautam Buddh Nagar,13,GEN,Uttar Pradesh [2000 Onwards],Surendra Singh Nagar,Bahujan Samaj Party,1522397,738929,48.50%,15904,2.20%,2009
Gaya,38,SC,Bihar [2000 Onwards],Hari Manjhi,Bharatiya Janta Party,1329192,563429,42.40%,62453,11.10%,2009
Ghatal,32,GEN,West Bengal,Gurudas Das Gupta,Communist Party Of India,1354861,1170375,86.40%,147184,12.60%,2009
Ghaziabad,12,GEN,Uttar Pradesh [2000 Onwards],Rajnath Singh,Bharatiya Janta Party,1831688,830144,45.30%,90681,10.90%,2009
Ghazipur,75,GEN,Uttar Pradesh [2000 Onwards],Radhey Mohan Singh,Samajwadi Party,1527723,770622,50.40%,69309,9.00%,2009
Ghosi,70,GEN,Uttar Pradesh [2000 Onwards],Dara Singh Chauhan,Bahujan Samaj Party,1693231,765689,45.20%,60945,8.00%,2009
Giridih,6,GEN,Jharkhand,Ravindra Kumar Pandey,Bharatiya Janta Party,1346527,619311,46.00%,94738,15.30%,2009
Godda,3,GEN,Jharkhand,Nishikant Dubey,Bharatiya Janta Party,1412253,797695,56.50%,6407,0.80%,2009
Gonda,59,GEN,Uttar Pradesh [2000 Onwards],Beni Prasad Verma,Indian National Congress,1341455,605257,45.10%,23675,3.90%,2009
Gopalganj,17,SC,Bihar [2000 Onwards],Purnmasi Ram,Janata Dal (United),1349072,504611,37.40%,42472,8.40%,2009
Gorakhpur,64,GEN,Uttar Pradesh [2000 Onwards],Adityanath,Bharatiya Janta Party,1696474,748613,44.10%,220271,29.40%,2009
Gulbarga,5,SC,Karnataka,Mallikarjun Kharge,Indian National Congress,1543771,759481,49.20%,13404,1.80%,2009
Guna,4,GEN,Madhya Pradesh [2000 Onwards],Jyotiraditya Scindia,Indian National Congress,1202772,650328,54.10%,249737,38.40%,2009
Guntur,30,GEN,Andhra Pradesh,Rayapati Sambasiva Rao,Indian National Congress,1365177,1049921,76.90%,39355,3.70%,2009
Gurdaspur,1,GEN,Punjab,Partap Singh Bajwa,Indian National Congress,1318967,933323,70.80%,8342,0.90%,2009
Gurgaon,9,GEN,Haryana,Inderjit Singh,Indian National Congress,1244437,756205,60.80%,84864,11.20%,2009
Gwalior,3,GEN,Madhya Pradesh [2000 Onwards],Yashodhara Raje Scindia,Bharatiya Janta Party,1420728,584165,41.10%,26591,4.60%,2009
Hajipur,21,SC,Bihar [2000 Onwards],Ram Sundar Das,Janata Dal (United),1327075,555110,41.80%,37954,6.80%,2009
Hamirpur,3,GEN,Himachal Pradesh,Anurag Singh Thakur,Bharatiya Janta Party,1187377,699687,58.90%,72732,10.40%,2009
Hamirpur,47,GEN,Uttar Pradesh [2000 Onwards],Vijay Bahadur Singh,Bahujan Samaj Party,1498840,699687,46.70%,25502,3.60%,2009
Hardoi,31,SC,Uttar Pradesh [2000 Onwards],Usha Verma,Samajwadi Party,1416949,575093,40.60%,92935,16.20%,2009
Hardwar,5,GEN,Uttarakhand,Harish Rawat,Indian National Congress,1294280,788217,60.90%,127412,16.20%,2009
Hassan,16,GEN,Karnataka,H D Devegowda,Janata Dal (Secular),1417213,980318,69.20%,291113,29.70%,2009
Hathras,16,SC,Uttar Pradesh [2000 Onwards],Sarika Singh,Rashtriya Lok Dal,1437725,648539,45.10%,36852,5.70%,2009
Hatkanangle,48,GEN,Maharashtra,Shetti Raju Alias Devappa Anna,Swabhimani Paksha,1458560,978507,67.10%,95060,9.70%,2009
Haveri,10,GEN,Karnataka,Udasi Shivkumar Chanabasappa,Bharatiya Janta Party,1371763,872262,63.60%,87920,10.10%,2009
Hazaribagh,14,GEN,Jharkhand,Yashwant Sinha,Bharatiya Janta Party,1301651,690936,53.10%,40164,5.80%,2009
Hindupur,37,GEN,Andhra Pradesh,Kristappa Nimmala,Telugu Desam,1377610,1028974,74.70%,22835,2.20%,2009
Hingoli,15,GEN,Maharashtra,Subhash Bapurao Wankhede,Shiv Sena,1369774,817580,59.70%,73634,9.00%,2009
Hisar,4,GEN,Haryana,Bhajan Lal S/o Kheraj,Haryana Janhit Congress (BL),1194689,828704,69.40%,6983,0.80%,2009
Hooghly,28,GEN,West Bengal,Dr. Ratna De (Nag),All India Trinamool Congress,1405684,1163978,82.80%,81523,7.00%,2009
Hoshangabad,17,GEN,Madhya Pradesh [2000 Onwards],Uday Pratap Singh,Indian National Congress,1297404,712284,54.90%,19245,2.70%,2009
Hoshiarpur,5,SC,Punjab,Santosh Chowdhary,Indian National Congress,1299234,843123,64.90%,366,0.00%,2009
Howrah,25,GEN,West Bengal,Ambica Banerjee,All India Trinamool Congress,1344746,994315,73.90%,37392,3.80%,2009
Hyderabad,9,GEN,Andhra Pradesh,Asaduddin Owaisi,All India Majlis-E-Ittehadul Muslimoon,1393242,730544,52.40%,113865,15.60%,2009
Idukki,13,GEN,Kerala,Adv. P.T Thomas,Indian National Congress,1062849,787236,74.10%,74796,9.50%,2009
Indore,26,GEN,Madhya Pradesh [2000 Onwards],Sumitra Mahajan (Tai),Bharatiya Janta Party,1570094,797171,50.80%,11480,1.40%,2009
Inner Manipur,1,GEN,Manipur,Dr. Thokchom Meinya,Indian National Congress,826755,583323,70.60%,30960,5.30%,2009
Jabalpur,13,GEN,Madhya Pradesh [2000 Onwards],Rakesh Singh,Bharatiya Janta Party,1446345,633495,43.80%,106003,16.70%,2009
Jadavpur,22,GEN,West Bengal,Kabir Suman,All India Trinamool Congress,1331537,1085301,81.50%,56267,5.20%,2009
Jagatsinghpur,16,SC,Orissa,Bibhu Prasad Tarai,Communist Party Of India,1455406,982922,67.50%,76735,7.80%,2009
Jahanabad,36,GEN,Bihar [2000 Onwards],Jagdish Sharma,Janata Dal (United),1276912,599175,46.90%,21327,3.60%,2009
Jaipur,7,GEN,Rajasthan,Mahesh Joshi,Indian National Congress,1684541,812957,48.30%,16099,2.00%,2009
Jaipur Rural,6,GEN,Rajasthan,Lal Chand Kataria,Indian National Congress,1444949,687165,47.60%,52237,7.60%,2009
Jajpur,8,SC,Orissa,Mohan Jena,Biju Janata Dal,1227088,817649,66.60%,127747,15.60%,2009
Jalandhar,4,SC,Punjab,Mohinder Singh Kaypee,Indian National Congress,1339842,899607,67.10%,36445,4.10%,2009
Jalaun,45,SC,Uttar Pradesh [2000 Onwards],Ghansyam Anuragi,Samajwadi Party,1684988,797588,47.30%,11409,1.40%,2009
Jalgaon,3,GEN,Maharashtra,A.T. Nana Patil,Bharatiya Janta Party,1549391,656612,42.40%,96020,14.60%,2009
Jalna,18,GEN,Maharashtra,Danve Raosaheb Dadarao Patil,Bharatiya Janta Party,1426255,797213,55.90%,8482,1.10%,2009
Jalore,18,GEN,Rajasthan,Devji Patel,Bharatiya Janta Party,1520957,577810,38.00%,49805,8.60%,2009
Jalpaiguri,3,SC,West Bengal,Mahendra Kumar Roy,Communist Party Of India (MARXIST),1252142,1032242,82.40%,88371,8.60%,2009
Jammu,6,GEN,Jammu & Kashmir,Madan Lal Sharma,Indian National Congress,1719897,842899,49.00%,121373,14.40%,2009
Jamnagar,12,GEN,Gujarat,Ahir Vikrambhai Arjanbhai Madam,Indian National Congress,1298599,594603,45.80%,26418,4.40%,2009
Jamshedpur,9,GEN,Jharkhand,Arjun Munda,Bharatiya Janta Party,1380279,705570,51.10%,119663,17.00%,2009
Jamui,40,SC,Bihar [2000 Onwards],Bhudeo Choudhary,Janata Dal (United),1404016,535288,38.10%,29797,5.60%,2009
Jangipur,9,GEN,West Bengal,Pranab Mukherjee,Indian National Congress,1087054,934813,86.00%,128149,13.70%,2009
Janjgir-Champa,3,SC,Chhattisgarh,Shrimati Kamla Devi Patle,Bharatiya Janta Party,1518450,737608,48.60%,87211,11.80%,2009
Jaunpur,73,GEN,Uttar Pradesh [2000 Onwards],Dhananjay Singh,Bahujan Samaj Party,1662127,763987,46.00%,80351,10.50%,2009
Jhalawar-Baran,25,GEN,Rajasthan,Dushyant Singh,Bharatiya Janta Party,1447157,872015,60.30%,52841,6.10%,2009
Jhanjharpur,7,GEN,Bihar [2000 Onwards],Mangani Lal Mandal,Janata Dal (United),1418977,607835,42.80%,72709,12.00%,2009
Jhansi,46,GEN,Uttar Pradesh [2000 Onwards],Pradeep Kumar Jain (Aditya),Indian National Congress,1562082,861858,55.20%,47670,5.50%,2009
Jhargram,33,ST,West Bengal,Pulin Bihari Baske,Communist Party Of India (MARXIST),1241574,958825,77.20%,292345,30.50%,2009
Jhunjhunu,4,GEN,Rajasthan,Sheesh Ram Ola,Indian National Congress,1432581,603278,42.10%,65332,10.80%,2009
Jodhpur,16,GEN,Rajasthan,Chandresh Kumari,Indian National Congress,1506821,684623,45.40%,98329,14.40%,2009
Jorhat,12,GEN,Assam,Bijoy Krishna Handique,Indian National Congress,1182349,765059,64.70%,71914,9.40%,2009
Joynagar,19,SC,West Bengal,Dr. Tarun Mondal,Independent,1143640,915801,80.10%,53705,5.90%,2009
Junagadh,13,GEN,Gujarat,Solanki Dinubhai Boghabhai,Bharatiya Janta Party,1313064,760085,57.90%,13759,1.80%,2009
Kachchh,1,SC,Gujarat,Jat Poonamben Veljibhai,Bharatiya Janta Party,1325614,564099,42.60%,71343,12.60%,2009
Kadapa,38,GEN,Andhra Pradesh,Y.S. Jagan Mohan Reddy,Indian National Congress,1347716,1031800,76.60%,178846,17.30%,2009
Kairana,2,GEN,Uttar Pradesh [2000 Onwards],Tabassum Begum,Bahujan Samaj Party,1282551,725359,56.60%,22463,3.10%,2009
Kaiserganj,57,GEN,Uttar Pradesh [2000 Onwards],Brijbhushan Sharan Singh,Samajwadi Party,1376267,565673,41.10%,72199,12.80%,2009
Kakinada,23,GEN,Andhra Pradesh,M.M.Pallamraju,Indian National Congress,1265094,967545,76.50%,34044,3.50%,2009
Kalahandi,11,GEN,Orissa,Bhakta Charan Das,Indian National Congress,1421959,980310,68.90%,154037,15.70%,2009
Kaliabor,11,GEN,Assam,Dip Gogoi,Indian National Congress,1348371,961183,71.30%,151989,15.80%,2009
Kallakurichi,14,GEN,Tamil Nadu,Sankar Adhi,Dravida Munetra Kazhagam,1106352,857618,77.50%,357571,41.70%,2009
Kalyan,24,GEN,Maharashtra,Anand Prakash Paranjape,Shiv Sena,1588507,544851,34.30%,24202,4.40%,2009
Kancheepuram,6,SC,Tamil Nadu,Viswanathan.P,Indian National Congress,1060188,787177,74.30%,13103,1.70%,2009
Kandhamal,13,GEN,Orissa,Rudramadhab Ray,Biju Janata Dal,1065279,708100,66.50%,151007,21.30%,2009
Kangra,1,GEN,Himachal Pradesh,Dr. Rajan Sushant,Bharatiya Janta Party,1200165,662248,55.20%,20779,3.10%,2009
Kanker,11,ST,Chhattisgarh,Sohan Potai,Bharatiya Janta Party,1296734,742076,57.20%,19288,2.60%,2009
Kannauj,42,GEN,Uttar Pradesh [2000 Onwards],Akhilesh Yadav,Samajwadi Party,1504276,741965,49.30%,115864,15.60%,2009
Kanniyakumari,39,GEN,Tamil Nadu,Helen Davidson J,Dravida Munetra Kazhagam,1178047,766034,65.00%,65687,8.60%,2009
Kannur,2,GEN,Kerala,K. Sudhakaran,Indian National Congress,1069725,867040,81.10%,43151,5.00%,2009
Kanpur,43,GEN,Uttar Pradesh [2000 Onwards],Sri Prakash Jaiswal,Indian National Congress,1390055,512917,36.90%,18906,3.70%,2009
Kanthi,31,GEN,West Bengal,Adhikari Sisir Kumar,All India Trinamool Congress,1249775,1124817,90.00%,129103,11.50%,2009
Karakat,35,GEN,Bihar [2000 Onwards],Mahabali Singh,Janata Dal (United),1386634,577454,41.60%,20483,3.50%,2009
Karauli-Dholpur,10,SC,Rajasthan,Khiladi Lal Bairwa,Indian National Congress,1303196,487218,37.40%,29723,6.10%,2009
Karimganj,1,SC,Assam,Lalit Mohan Suklabaidya,Indian National Congress,1068811,685740,64.20%,7920,1.20%,2009
Karimnagar,3,GEN,Andhra Pradesh,Ponnam Prabhakar,Indian National Congress,1496211,991417,66.30%,50243,5.10%,2009
Karnal,5,GEN,Haryana,Arvind Kumar Sharma,Indian National Congress,1216977,811067,66.70%,76346,9.40%,2009
Karur,23,GEN,Tamil Nadu,Thambidurai.M,All India Anna Dravida Munnetra Kazhagam,1012924,825860,81.50%,47254,5.70%,2009
Kasaragod,1,GEN,Kerala,P Karunakaran,Communist Party Of India (MARXIST),1113892,848205,76.20%,64427,7.60%,2009
Katihar,11,GEN,Bihar [2000 Onwards],Nikhil Kumar Choudhary,Bharatiya Janta Party,1272769,724942,57.00%,14015,1.90%,2009
Kaushambi,50,SC,Uttar Pradesh [2000 Onwards],Shailendra Kumar,Samajwadi Party,1391312,551342,39.60%,55789,10.10%,2009
Kendrapara,15,GEN,Orissa,Baijayant Panda,Biju Janata Dal,1434425,982950,68.50%,127107,12.90%,2009
Keonjhar,4,ST,Orissa,Yashbant Narayan Singh Laguri,Biju Janata Dal,1265225,892274,70.50%,126484,14.20%,2009
Khadoor Sahib,3,GEN,Punjab,Dr. Rattan Singh Ajnala,Shiromani Akali Dal,1340145,946690,70.60%,32260,3.40%,2009
Khagaria,25,GEN,Bihar [2000 Onwards],Dinesh Chandra Yadav,Janata Dal (United),1342970,624966,46.50%,138755,22.20%,2009
Khajuraho,8,GEN,Madhya Pradesh [2000 Onwards],Jeetendra Singh Bundela,Bharatiya Janta Party,1349511,583085,43.20%,28332,4.90%,2009
Khammam,17,GEN,Andhra Pradesh,Nama Nageswara Rao,Telugu Desam,1259815,1038421,82.40%,124448,12.00%,2009
Khandwa,28,GEN,Madhya Pradesh [2000 Onwards],Arun Subhashchandra Yadav,Indian National Congress,1355325,813214,60.00%,49081,6.00%,2009
Khargone,27,ST,Madhya Pradesh [2000 Onwards],Makansingh Solanki (Babuji),Bharatiya Janta Party,1263778,760779,60.20%,34175,4.50%,2009
Kheda,17,GEN,Gujarat,Dinsha Patel,Indian National Congress,1448571,602867,41.60%,846,0.10%,2009
Kheri,28,GEN,Uttar Pradesh [2000 Onwards],Zafar Ali Naqvi,Indian National Congress,1297088,707983,54.60%,8777,1.20%,2009
Khunti,11,ST,Jharkhand,Karia Munda,Bharatiya Janta Party,980868,510352,52.00%,80175,15.70%,2009
Kishanganj,10,GEN,Bihar [2000 Onwards],Mohammad Asrarul Haque,Indian National Congress,1186369,626914,52.80%,80269,12.80%,2009
Kodarma,5,GEN,Jharkhand,Babulal Marandi,Jharkhand Vikas Morcha (Prajatantrik),1390428,780555,56.10%,48520,6.20%,2009
Kokrajhar,5,ST,Assam,Sansuma Khunggur Bwiswmuthiary,Bodaland Peoples Front,1377837,1015053,73.70%,190322,18.70%,2009
Kolar,28,SC,Karnataka,K.H.Muniyappa,Indian National Congress,1340923,928350,69.20%,23006,2.50%,2009
Kolhapur,47,GEN,Maharashtra,Sadashivrao Dadoba Mandlik,Independent,1583030,1029203,65.00%,44800,4.40%,2009
Kolkata Dakshin,23,GEN,West Bengal,Mamata Banerjee,All India Trinamool Congress,1505638,1008329,67.00%,219571,21.80%,2009
Kolkata Uttar,24,GEN,West Bengal,Sudip Bandyopadhyay,All India Trinamool Congress,1366647,878866,64.30%,109278,12.40%,2009
Kollam,18,GEN,Kerala,N.Peethambarakurup,Indian National Congress,1108686,754928,68.10%,17531,2.30%,2009
Koppal,8,GEN,Karnataka,Shivaramagouda Shivanagouda,Bharatiya Janta Party,1363431,754803,55.40%,81789,10.80%,2009
Koraput,21,ST,Orissa,Jayaram Pangi,Biju Janata Dal,1217768,759610,62.40%,96360,12.70%,2009
Korba,4,GEN,Chhattisgarh,Charan Das Mahant,Indian National Congress,1276443,745617,58.40%,20737,2.80%,2009
Kota,24,GEN,Rajasthan,Ijyaraj Singh,Indian National Congress,1498971,682181,45.50%,83093,12.20%,2009
Kottayam,14,GEN,Kerala,Jose K.Mani (Karingozheckal),Kerala Congress(M),1095242,809844,73.90%,71570,8.80%,2009
Kozhikode,5,GEN,Kerala,M.K. Raghavan,Indian National Congress,1053817,799996,75.90%,838,0.10%,2009
Krishnagiri,9,GEN,Tamil Nadu,Sugavanam. E.G.,Dravida Munetra Kazhagam,1014758,752583,74.20%,76598,10.20%,2009
Krishnanagar,12,GEN,West Bengal,Tapas Paul,All India Trinamool Congress,1223082,1047125,85.60%,77386,7.40%,2009
Kurnool,35,GEN,Andhra Pradesh,Kotla Jaya Surya Prakash Reddy,Indian National Congress,1307312,873551,66.80%,73773,8.40%,2009
Kurukshetra,2,GEN,Haryana,Naveen Jindal,Indian National Congress,1166684,875415,75.00%,118729,13.60%,2009
Kushi Nagar,65,GEN,Uttar Pradesh [2000 Onwards],Ku. Ratanjeet Pratap Narayan Singh,Indian National Congress,1438263,731041,50.80%,21094,2.90%,2009
Ladakh,4,GEN,Jammu & Kashmir,Hassan Khan,Independent,152491,111013,72.80%,3684,3.30%,2009
Lakhimpur,14,GEN,Assam,Ranee Narah,Indian National Congress,1332518,909812,68.30%,44572,4.90%,2009
Lakshadweep,1,ST,Lakshadweep,Hamdullah Sayeed,Indian National Congress,45983,39498,85.90%,2198,5.60%,2009
Lalganj,68,SC,Uttar Pradesh [2000 Onwards],Dr. Baliram,Bahujan Samaj Party,1509536,659042,43.70%,39948,6.10%,2009
Latur,41,SC,Maharashtra,Awale Jaywant Gangaram,Indian National Congress,1509987,829585,54.90%,7975,1.00%,2009
Lohardaga,12,ST,Jharkhand,Sudarshan Bhagat,Bharatiya Janta Party,981666,522402,53.20%,8283,1.60%,2009
